"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"13469","60969.1484375","60969.1484375","60969.1484375","33167.69921875","33167.69921875","33167.69921875","61034.3984375","61034.3984375","61034.3984375","37477.19921875","37477.19921875","37477.19921875","61063.5","61063.5","61063.5","35111.3984375","35111.3984375","35111.3984375"
"13499","60928.69921875","60928.69921875","60928.69921875","32737.599609375","32737.599609375","32737.599609375","61037.546875","61037.546875","61037.546875","37473.1484375","37473.1484375","37473.1484375","61198.6484375","61198.6484375","61198.6484375","34821.19921875","34821.19921875","34821.19921875"
"13529","61000.94921875","61000.94921875","61000.94921875","32371.5","32371.5","32371.5","60883.1484375","60883.1484375","60883.1484375","37356.25","37356.25","37356.25","61059.046875","61059.046875","61059.046875","34647.19921875","34647.19921875","34647.19921875"
"13559","61017.25","61017.25","61017.25","32135.298828125","32135.298828125","32135.298828125","61037.296875","61037.296875","61037.296875","37147.84765625","37147.84765625","37147.84765625","61089.25","61089.25","61089.25","34749.69921875","34749.69921875","34749.69921875"
"13589","60971.296875","60971.296875","60971.296875","33130.59765625","33130.59765625","33130.59765625","61034.1484375","61034.1484375","61034.1484375","37618.34765625","37618.34765625","37618.34765625","60898.34765625","60898.34765625","60898.34765625","35048","35048","35048"
"13619","60976.8984375","60976.8984375","60976.8984375","32956.1484375","32956.1484375","32956.1484375","60975.69921875","60975.69921875","60975.69921875","37229.80078125","37229.80078125","37229.80078125","61192.046875","61192.046875","61192.046875","34926.59765625","34926.59765625","34926.59765625"
"13649","61137.59765625","61137.59765625","61137.59765625","32740.6484375","32740.6484375","32740.6484375","60965.34765625","60965.34765625","60965.34765625","37379.55078125","37379.55078125","37379.55078125","61018.59765625","61018.59765625","61018.59765625","34804.69921875","34804.69921875","34804.69921875"
"13679","61025.34765625","61025.34765625","61025.34765625","32863.69921875","32863.69921875","32863.69921875","61021.046875","61021.046875","61021.046875","37207.80078125","37207.80078125","37207.80078125","61066.046875","61066.046875","61066.046875","34883.1484375","34883.1484375","34883.1484375"
"13709","61003.34765625","61003.34765625","61003.34765625","32759.548828125","32759.548828125","32759.548828125","60844.09765625","60844.09765625","60844.09765625","37119.09765625","37119.09765625","37119.09765625","61202.796875","61202.796875","61202.796875","34982.30078125","34982.30078125","34982.30078125"
"13739","61061.046875","61061.046875","61061.046875","32747.75","32747.75","32747.75","61021.59765625","61021.59765625","61021.59765625","37188.19921875","37188.19921875","37188.19921875","61134.94921875","61134.94921875","61134.94921875","34944.55078125","34944.55078125","34944.55078125"
"13769","61003.6484375","61003.6484375","61003.6484375","32967.34765625","32967.34765625","32967.34765625","61000.09765625","61000.09765625","61000.09765625","37323.84765625","37323.84765625","37323.84765625","61119.94921875","61119.94921875","61119.94921875","34790.69921875","34790.69921875","34790.69921875"
"13799","60935.34765625","60935.34765625","60935.34765625","33086.25","33086.25","33086.25","60976.44921875","60976.44921875","60976.44921875","37224.55078125","37224.55078125","37224.55078125","61053.84765625","61053.84765625","61053.84765625","34894.84765625","34894.84765625","34894.84765625"
"13829","60946.546875","60946.546875","60946.546875","33048.69921875","33048.69921875","33048.69921875","60902.09765625","60902.09765625","60902.09765625","37426.25","37426.25","37426.25","61083.34765625","61083.34765625","61083.34765625","35216.3984375","35216.3984375","35216.3984375"
"13859","60931.546875","60931.546875","60931.546875","32536.599609375","32536.599609375","32536.599609375","60941.44921875","60941.44921875","60941.44921875","37294.09765625","37294.09765625","37294.09765625","60763.796875","60763.796875","60763.796875","34763.05078125","34763.05078125","34763.05078125"
"13889","60956.09765625","60956.09765625","60956.09765625","32772.69921875","32772.69921875","32772.69921875","61094","61094","61094","37532.69921875","37532.69921875","37532.69921875","61283.34765625","61283.34765625","61283.34765625","35108.94921875","35108.94921875","35108.94921875"
"13919","60874.34765625","60874.34765625","60874.34765625","32701.349609375","32701.349609375","32701.349609375","60921.84765625","60921.84765625","60921.84765625","37578.6484375","37578.6484375","37578.6484375","60809.3984375","60809.3984375","60809.3984375","35032.44921875","35032.44921875","35032.44921875"
"13949","61114.09765625","61114.09765625","61114.09765625","32879.80078125","32879.80078125","32879.80078125","61033.25","61033.25","61033.25","37529","37529","37529","61248.09765625","61248.09765625","61248.09765625","34968.5","34968.5","34968.5"
"13979","60965.19921875","60965.19921875","60965.19921875","32430.099609375","32430.099609375","32430.099609375","61108.75","61108.75","61108.75","37371.3984375","37371.3984375","37371.3984375","61229.59765625","61229.59765625","61229.59765625","34970.6484375","34970.6484375","34970.6484375"
"14009","60727.546875","60727.546875","60727.546875","32540.94921875","32540.94921875","32540.94921875","61003.8984375","61003.8984375","61003.8984375","37408.25","37408.25","37408.25","60956.8984375","60956.8984375","60956.8984375","35012.1484375","35012.1484375","35012.1484375"
"14039","60997.6484375","60997.6484375","60997.6484375","32999.44921875","32999.44921875","32999.44921875","61030.25","61030.25","61030.25","37587.34765625","37587.34765625","37587.34765625","61221.09765625","61221.09765625","61221.09765625","35144.69921875","35144.69921875","35144.69921875"
"14069","60693.75","60693.75","60693.75","31958.1484375","31958.1484375","31958.1484375","60945.6484375","60945.6484375","60945.6484375","37450.09765625","37450.09765625","37450.09765625","60953.25","60953.25","60953.25","34920.25","34920.25","34920.25"
"14099","60669.84765625","60669.84765625","60669.84765625","32595.6484375","32595.6484375","32595.6484375","60873.046875","60873.046875","60873.046875","37069.34765625","37069.34765625","37069.34765625","60977.296875","60977.296875","60977.296875","35069.69921875","35069.69921875","35069.69921875"
"14129","60843.8984375","60843.8984375","60843.8984375","33178.8984375","33178.8984375","33178.8984375","61018.75","61018.75","61018.75","37442.75","37442.75","37442.75","61176.84765625","61176.84765625","61176.84765625","35269.05078125","35269.05078125","35269.05078125"
"14159","60724.59765625","60724.59765625","60724.59765625","32524.798828125","32524.798828125","32524.798828125","61024.8984375","61024.8984375","61024.8984375","37446.1484375","37446.1484375","37446.1484375","61043.546875","61043.546875","61043.546875","35030.69921875","35030.69921875","35030.69921875"
"14189","60944.1484375","60944.1484375","60944.1484375","32768.25","32768.25","32768.25","61065.3984375","61065.3984375","61065.3984375","37709.34765625","37709.34765625","37709.34765625","61188.796875","61188.796875","61188.796875","35210.69921875","35210.69921875","35210.69921875"
"14219","61008.6484375","61008.6484375","61008.6484375","32783.69921875","32783.69921875","32783.69921875","61023.59765625","61023.59765625","61023.59765625","37700.3984375","37700.3984375","37700.3984375","60856.19921875","60856.19921875","60856.19921875","35022.8984375","35022.8984375","35022.8984375"
"14249","60802.59765625","60802.59765625","60802.59765625","32972.34765625","32972.34765625","32972.34765625","60964.8984375","60964.8984375","60964.8984375","37282.94921875","37282.94921875","37282.94921875","60922.25","60922.25","60922.25","35145.75","35145.75","35145.75"
"14279","60974.046875","60974.046875","60974.046875","32717.8984375","32717.8984375","32717.8984375","60887","60887","60887","37153.19921875","37153.19921875","37153.19921875","61224.6484375","61224.6484375","61224.6484375","35145.34765625","35145.34765625","35145.34765625"
"14309","60935.59765625","60935.59765625","60935.59765625","32843.1484375","32843.1484375","32843.1484375","61027.09765625","61027.09765625","61027.09765625","37290.19921875","37290.19921875","37290.19921875","61074.75","61074.75","61074.75","34858.75","34858.75","34858.75"
"14339","60567.25","60567.25","60567.25","32835.84765625","32835.84765625","32835.84765625","60960.1484375","60960.1484375","60960.1484375","37505","37505","37505","60753.1484375","60753.1484375","60753.1484375","35329.05078125","35329.05078125","35329.05078125"
"14369","60811.59765625","60811.59765625","60811.59765625","32364.349609375","32364.349609375","32364.349609375","61043.296875","61043.296875","61043.296875","37242.05078125","37242.05078125","37242.05078125","60963.19921875","60963.19921875","60963.19921875","34824.8984375","34824.8984375","34824.8984375"
"14399","60911.546875","60911.546875","60911.546875","32573.048828125","32573.048828125","32573.048828125","61093.546875","61093.546875","61093.546875","37213.5","37213.5","37213.5","61163.19921875","61163.19921875","61163.19921875","34994.34765625","34994.34765625","34994.34765625"
"14429","60942.84765625","60942.84765625","60942.84765625","32688.849609375","32688.849609375","32688.849609375","61073.796875","61073.796875","61073.796875","37381.94921875","37381.94921875","37381.94921875","61136.09765625","61136.09765625","61136.09765625","34751.1484375","34751.1484375","34751.1484375"
"14459","60929.09765625","60929.09765625","60929.09765625","32508.798828125","32508.798828125","32508.798828125","60919.09765625","60919.09765625","60919.09765625","37381.75","37381.75","37381.75","61109.84765625","61109.84765625","61109.84765625","34979.09765625","34979.09765625","34979.09765625"
"14489","60885.25","60885.25","60885.25","32613.6484375","32613.6484375","32613.6484375","60983.69921875","60983.69921875","60983.69921875","37250","37250","37250","61031.8984375","61031.8984375","61031.8984375","35209.5","35209.5","35209.5"
"14519","61011.6484375","61011.6484375","61011.6484375","32770.34765625","32770.34765625","32770.34765625","61108.1484375","61108.1484375","61108.1484375","37593.25","37593.25","37593.25","61200.59765625","61200.59765625","61200.59765625","34955.25","34955.25","34955.25"
"14549","60911.25","60911.25","60911.25","32601.94921875","32601.94921875","32601.94921875","61038.69921875","61038.69921875","61038.69921875","37690.69921875","37690.69921875","37690.69921875","60984.09765625","60984.09765625","60984.09765625","35212.59765625","35212.59765625","35212.59765625"
"14579","60985.5","60985.5","60985.5","32726.849609375","32726.849609375","32726.849609375","60846.69921875","60846.69921875","60846.69921875","37240.6484375","37240.6484375","37240.6484375","61060.1484375","61060.1484375","61060.1484375","35151.84765625","35151.84765625","35151.84765625"
"14609","60636.6484375","60636.6484375","60636.6484375","32916.69921875","32916.69921875","32916.69921875","60912.69921875","60912.69921875","60912.69921875","37561.69921875","37561.69921875","37561.69921875","60904.09765625","60904.09765625","60904.09765625","35232.05078125","35232.05078125","35232.05078125"
"14639","60529.94921875","60529.94921875","60529.94921875","32662.1484375","32662.1484375","32662.1484375","60834.09765625","60834.09765625","60834.09765625","37282.5","37282.5","37282.5","61006.75","61006.75","61006.75","34851.94921875","34851.94921875","34851.94921875"
"14669","60888.1484375","60888.1484375","60888.1484375","32890.34765625","32890.34765625","32890.34765625","60996","60996","60996","37689.75","37689.75","37689.75","61064.296875","61064.296875","61064.296875","35204.19921875","35204.19921875","35204.19921875"
"14699","60960.34765625","60960.34765625","60960.34765625","32700.19921875","32700.19921875","32700.19921875","60924","60924","60924","37326.30078125","37326.30078125","37326.30078125","61214.34765625","61214.34765625","61214.34765625","35110.80078125","35110.80078125","35110.80078125"
"14729","60849.19921875","60849.19921875","60849.19921875","32789.80078125","32789.80078125","32789.80078125","60906.046875","60906.046875","60906.046875","37210.44921875","37210.44921875","37210.44921875","61229.34765625","61229.34765625","61229.34765625","35092.5","35092.5","35092.5"
"14759","60935.8984375","60935.8984375","60935.8984375","33053.1484375","33053.1484375","33053.1484375","60997.44921875","60997.44921875","60997.44921875","37332.8984375","37332.8984375","37332.8984375","61035.546875","61035.546875","61035.546875","35117.30078125","35117.30078125","35117.30078125"
"14789","60860.19921875","60860.19921875","60860.19921875","32716.44921875","32716.44921875","32716.44921875","60903.25","60903.25","60903.25","37170.19921875","37170.19921875","37170.19921875","60876.6484375","60876.6484375","60876.6484375","34522.19921875","34522.19921875","34522.19921875"
"14819","60864.34765625","60864.34765625","60864.34765625","32574.3984375","32574.3984375","32574.3984375","60972.75","60972.75","60972.75","37307.3984375","37307.3984375","37307.3984375","61024.796875","61024.796875","61024.796875","34681.84765625","34681.84765625","34681.84765625"
"14849","60760","60760","60760","33126.59765625","33126.59765625","33126.59765625","60920.19921875","60920.19921875","60920.19921875","37207.44921875","37207.44921875","37207.44921875","61210.8984375","61210.8984375","61210.8984375","35019.80078125","35019.80078125","35019.80078125"
